Feature ID,Taxon,Confidence
02e4b3b3b8d0432e2236c8e2529fa33f,Eukaryota;Alveolata;Ciliophora;Spirotrichea;Strombidiida;Strombidiidae_G;Strombidiidae_G_X;Strombidiidae_G_X_sp.;,0.893854410973417
02f5d6cf0684f6fab2c326eefb3b1090,Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-15;Dino-Group-II-Clade-15_X;Dino-Group-II-Clade-15_X_sp.;,0.986208124397178
02ff407918ac705cb4aefeec3e0cceab,Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-5;Dino-Group-II-Clade-5_X;Dino-Group-II-Clade-5_X_sp.;,0.9997291294041957
0303b945b745fb32756f1360913c4cef,Eukaryota;Alveolata;Dinoflagellata;Dinophyceae,0.9999994683889956
0306e55a0750ed9192d72d2a17ac068b,Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;OLIGO5;OLIGO5_X;OLIGO5_XX;OLIGO5_XX_sp.;,0.9999999999092637
030a3a189e101b43bf7505d7f8b38fa4,Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;OLIGO5;OLIGO5_X;OLIGO5_XX;OLIGO5_XX_sp.;,0.9999900195765675
032453ff09fcbcd87725616491edebb8,Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-6;Dino-Group-II-Clade-6_X;Dino-Group-II-Clade-6_X_sp.;,0.9999999630327074
03246ca191aa68b1c7992f05ce8242ec,Eukaryota;Opisthokonta;Metazoa;Cnidaria;Cnidaria_X;Hydrozoa,0.9999999977324187
0331cac09eb6075a0e4cc7c51aa5f158,Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II_X;Dino-Group-II_XX;Dino-Group-II_XX_sp.;,0.8619057061021314
033d583e574c9af5611eec7c7df58a16,Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Calocalanus;Calocalanus_minutus;,0.9999995168994674
